direction;seconds;speak
1;54.92;0
1;54.94;0
1;54.96;0
1;54.98;0
1;55.00;0
1;55.02;0
1;55.04;0
1;55.06;0
1;55.08;0
1;55.10;0
1;55.12;0
1;55.14;0
1;55.16;0
1;55.18;0
1;55.20;0
1;55.22;0
1;55.24;0
1;55.26;0
1;55.28;0
1;55.30;0
1;55.32;0
1;55.34;0
1;55.36;0
1;55.38;0
1;55.40;0
1;55.42;0
1;55.44;0
1;55.46;0
1;55.48;0
1;55.50;0
1;55.52;0
1;55.54;0
1;55.56;0
1;55.58;0
1;55.60;0
1;55.62;0
0;55.64;1
0;55.66;1
0;55.68;1
0;55.70;1
0;55.72;1
0;55.74;1
0;55.76;1
0;55.78;1
0;55.80;1
0;55.82;1
0;55.84;1
0;55.86;1
0;55.88;0
0;55.90;0
0;55.92;0
0;55.94;0
0;55.96;0
0;55.98;0
0;56.00;0
0;56.02;0
0;56.04;0
0;56.06;0
0;56.08;0
0;56.10;0
0;56.12;0
0;56.14;0
0;56.16;0
0;56.18;0
0;56.20;0
0;56.22;0
0;56.24;0
0;56.26;0
0;56.28;0
0;56.30;0
0;56.32;0
0;56.34;0
0;56.36;0
0;56.38;0
0;56.40;0
0;56.42;0
0;56.44;0
0;56.46;0
0;56.48;0
0;56.50;0
0;56.52;0
0;56.54;0
0;56.56;0
0;56.58;0
0;56.60;0
0;56.62;0
0;56.64;0
0;56.66;0
0;56.68;0
0;56.70;0
0;56.72;0
0;56.74;0
0;56.76;0
0;56.78;0
0;56.80;0
0;56.82;0
0;56.84;0
0;56.86;0
0;56.88;0
0;56.90;0
0;56.92;0
0;56.94;0
0;56.96;0
0;56.98;0
0;57.00;0
0;57.02;0
0;57.04;0
0;57.06;0
0;57.08;0
0;57.10;0
0;57.12;0
0;57.14;0
0;57.16;0
0;57.18;0
0;57.20;0
0;57.22;0
0;57.24;0
0;57.26;0
0;57.28;0
0;57.30;0
0;57.32;0
0;57.34;0
0;57.36;0
0;57.38;0
0;57.40;0
0;57.42;0
0;57.44;0
0;57.46;0
0;57.48;0
0;57.50;0
0;57.52;0
0;57.54;0
0;57.56;0
0;57.58;0
0;57.60;0
0;57.62;0
0;57.64;0
0;57.66;0
0;57.68;1
0;57.70;1
0;57.72;1
0;57.74;1
0;57.76;1
0;57.78;0
0;57.80;0
0;57.82;0
0;57.84;0
0;57.86;0
0;57.88;0
0;57.90;0
0;57.92;0
0;57.94;0
0;57.96;0
0;57.98;0
0;58.00;0
0;58.02;0
0;58.04;0
0;58.06;0
0;58.08;0
0;58.10;0
0;58.12;0
0;58.14;0
0;58.16;0
0;58.18;0
0;58.20;0
0;58.22;0
0;58.24;0
0;58.26;0
0;58.28;0
0;58.30;0
0;58.32;0
0;58.34;0
0;58.36;0
0;58.38;0
0;58.40;0
0;58.42;0
0;58.44;0
0;58.46;0
0;58.48;0
0;58.50;0
0;58.52;0
0;58.54;0
0;58.56;0
0;58.58;0
0;58.60;0
0;58.62;0
0;58.64;0
0;58.66;0
0;58.68;0
0;58.70;0
0;58.72;0
0;58.74;0
0;58.76;0
0;58.78;0
0;58.80;0
0;58.82;0
0;58.84;0
0;58.86;0
0;58.88;0
0;58.90;0
0;58.92;0
0;58.94;0
0;58.96;0
0;58.98;0
0;59.00;0
0;59.02;0
0;59.04;0
0;59.06;0
0;59.08;0
0;59.10;0
0;59.12;0
0;59.14;0
0;59.16;0
0;59.18;0
0;59.20;0
0;59.22;0
0;59.24;0
0;59.26;0
0;59.28;0
0;59.30;0
0;59.32;0
0;59.34;0
0;59.36;0
0;59.38;0
0;59.40;0
0;59.42;0
0;59.44;0
0;59.46;0
0;59.48;0
0;59.50;0
0;59.52;0
0;59.54;0
0;59.56;0
0;59.58;0
0;59.60;0
0;59.62;0
0;59.64;0
0;59.66;0
0;59.68;0
0;59.70;0
0;59.72;0
0;59.74;0
0;59.76;0
0;59.78;0
0;59.80;0
0;59.82;0
0;59.84;0
0;59.86;0
0;59.88;0
0;59.90;0
0;59.92;0
0;59.94;0
0;59.96;0
0;59.98;0
0;60.00;0
0;60.02;0
0;60.04;0
0;60.06;0
0;60.08;0
0;60.10;0
0;60.12;0
0;60.14;0
0;60.16;0
0;60.18;0
0;60.20;0
0;60.22;0
0;60.24;0
0;60.26;0
0;60.28;0
0;60.30;0
0;60.32;0
0;60.34;0
0;60.36;0
0;60.38;0
0;60.40;0
0;60.42;0
0;60.44;0
0;60.46;0
0;60.48;0
0;60.50;0
0;60.52;0
0;60.54;0
0;60.56;0
0;60.58;0
0;60.60;0
0;60.62;0
0;60.64;0
0;60.66;0
0;60.68;0
0;60.70;0
0;60.72;0
0;60.74;0
0;60.76;0
0;60.78;0
0;60.80;0
0;60.82;0
0;60.84;0
0;60.86;0
0;60.88;0
0;60.90;0
0;60.92;0
0;60.94;0
0;60.96;0
0;60.98;0
0;61.00;0
0;61.02;0
0;61.04;0
0;61.06;0
0;61.08;0
0;61.10;0
0;61.12;0
0;61.14;0
0;61.16;0
0;61.18;0
0;61.20;0
0;61.22;0
0;61.24;0
0;61.26;0
0;61.28;0
0;61.30;0
0;61.32;0
0;61.34;0
0;61.36;0
0;61.38;0
0;61.40;0
0;61.42;0
0;61.44;0
0;61.46;0
0;61.48;0
0;61.50;0
0;61.52;0
0;61.54;0
0;61.56;0
0;61.58;0
0;61.60;0
0;61.62;0
0;61.64;0
0;61.66;0
0;61.68;0
0;61.70;0
0;61.72;0
0;61.74;0
0;61.76;0
0;61.78;0
0;61.80;0
0;61.82;0
0;61.84;0
0;61.86;0
0;61.88;0
0;61.90;0
0;61.92;0
0;61.94;0
0;61.96;0
0;61.98;0
0;62.00;0
0;62.02;0
0;62.04;0
0;62.06;0
0;62.08;0
0;62.10;0
0;62.12;0
0;62.14;0
0;62.16;0
0;62.18;0
0;62.20;0
0;62.22;0
0;62.24;0
0;62.26;0
0;62.28;0
0;62.30;0
0;62.32;0
0;62.34;0
0;62.36;0
0;62.38;0
0;62.40;0
0;62.42;0
0;62.44;0
0;62.46;0
0;62.48;0
0;62.50;0
0;62.52;0
0;62.54;0
0;62.56;0
0;62.58;0
0;62.60;0
0;62.62;0
0;62.64;0
0;62.66;0
0;62.68;0
0;62.70;0
0;62.72;0
0;62.74;0
0;62.76;0
0;62.78;0
0;62.80;0
0;62.82;0
0;62.84;0
0;62.86;0
0;62.88;0
0;62.90;0
0;62.92;0
0;62.94;0
0;62.96;0
0;62.98;0
0;63.00;0
0;63.02;0
0;63.04;0
0;63.06;0
0;63.08;0
0;63.10;0
0;63.12;0
0;63.14;0
0;63.16;0
0;63.18;0
0;63.20;0
0;63.22;0
0;63.24;0
0;63.26;0
0;63.28;0
0;63.30;0
0;63.32;0
0;63.34;0
0;63.36;0
0;63.38;0
0;63.40;0
0;63.42;0
0;63.44;0
0;63.46;0
0;63.48;0
0;63.50;0
0;63.52;0
0;63.54;0
0;63.56;0
0;63.58;0
0;63.60;0
0;63.62;0
0;63.64;0
0;63.66;0
0;63.68;0
0;63.70;0
0;63.72;0
0;63.74;0
0;63.76;0
0;63.78;0
0;63.80;0
0;63.82;0
0;63.84;0
0;63.86;0
0;63.88;0
0;63.90;0
0;63.92;0
0;63.94;0
0;63.96;0
0;63.98;0
0;64.00;0
0;64.02;0
0;64.04;0
0;64.06;0
0;64.08;0
0;64.10;0
0;64.12;0
0;64.14;0
0;64.16;0
0;64.18;0
0;64.20;0
0;64.22;0
0;64.24;0
0;64.26;0
0;64.28;0
0;64.30;0
0;64.32;0
0;64.34;0
0;64.36;0
0;64.38;0
0;64.40;0
0;64.42;0
0;64.44;0
0;64.46;0
0;64.48;0
0;64.50;0
0;64.52;0
0;64.54;0
0;64.56;0
0;64.58;0
0;64.60;0
0;64.62;0
0;64.64;0
0;64.66;0
0;64.68;0
0;64.70;0
0;64.72;0
0;64.74;0
0;64.76;0
0;64.78;0
0;64.80;0
0;64.82;0
0;64.84;0
0;64.86;0
0;64.88;0
0;64.90;0
0;64.92;0
0;64.94;0
0;64.96;0
0;64.98;0
0;65.00;0
0;65.02;0
0;65.04;0
0;65.06;0
0;65.08;0
0;65.10;0
0;65.12;0
0;65.14;0
0;65.16;0
0;65.18;0
0;65.20;0
0;65.22;0
0;65.24;0
0;65.26;0
0;65.28;0
0;65.30;0
0;65.32;0
0;65.34;0
0;65.36;0
0;65.38;0
0;65.40;0
0;65.42;0
0;65.44;0
0;65.46;0
0;65.48;0
0;65.50;0
0;65.52;0
0;65.54;0
0;65.56;0
0;65.58;0
0;65.60;0
0;65.62;0
0;65.64;0
0;65.66;0
0;65.68;0
0;65.70;0
0;65.72;0
0;65.74;0
0;65.76;0
0;65.78;0
0;65.80;0
0;65.82;0
0;65.84;0
0;65.86;0
0;65.88;0
0;65.90;0
0;65.92;0
0;65.94;0
0;65.96;0
0;65.98;0
0;66.00;0
0;66.02;0
0;66.04;0
0;66.06;0
0;66.08;0
0;66.10;0
0;66.12;0
0;66.14;0
0;66.16;0
0;66.18;0
0;66.20;0
0;66.22;0
0;66.24;0
0;66.26;0
0;66.28;0
0;66.30;0
0;66.32;0
0;66.34;0
0;66.36;0
0;66.38;0
0;66.40;0
0;66.42;0
0;66.44;0
0;66.46;0
0;66.48;0
0;66.50;0
0;66.52;0
0;66.54;0
0;66.56;0
0;66.58;0
0;66.60;0
0;66.62;0
0;66.64;0
0;66.66;0
0;66.68;0
0;66.70;0
0;66.72;0
0;66.74;0
0;66.76;0
0;66.78;0
0;66.80;0
0;66.82;0
0;66.84;0
0;66.86;0
0;66.88;0
0;66.90;0
0;66.92;0
0;66.94;0
0;66.96;0
0;66.98;0
0;67.00;0
0;67.02;0
0;67.04;0
0;67.06;0
0;67.08;0
0;67.10;0
0;67.12;0
0;67.14;0
0;67.16;0
0;67.18;0
0;67.20;0
0;67.22;0
0;67.24;0
0;67.26;0
0;67.28;0
0;67.30;0
0;67.32;0
0;67.34;0
0;67.36;0
0;67.38;0
0;67.40;0
0;67.42;0
0;67.44;0
0;67.46;0
0;67.48;0
0;67.50;0
0;67.52;0
0;67.54;0
0;67.56;0
0;67.58;0
0;67.60;0
0;67.62;0
0;67.64;0
0;67.66;0
0;67.68;0
0;67.70;0
0;67.72;0
0;67.74;0
0;67.76;0
0;67.78;0
0;67.80;0
0;67.82;0
0;67.84;0
0;67.86;0
0;67.88;0
0;67.90;0
0;67.92;0
0;67.94;0
0;67.96;0
0;67.98;0
0;68.00;0
0;68.02;0
0;68.04;0
0;68.06;0
0;68.08;0
0;68.10;0
0;68.12;0
0;68.14;0
0;68.16;0
0;68.18;0
0;68.20;0
0;68.22;0
0;68.24;0
0;68.26;0
0;68.28;0
0;68.30;0
0;68.32;0
0;68.34;0
0;68.36;0
0;68.38;0
0;68.40;0
0;68.42;0
0;68.44;0
0;68.46;0
0;68.48;0
0;68.50;0
0;68.52;0
0;68.54;0
0;68.56;0
0;68.58;0
0;68.60;0
0;68.62;0
0;68.64;0
0;68.66;0
0;68.68;0
0;68.70;0
0;68.72;0
0;68.74;0
0;68.76;0
0;68.78;0
0;68.80;0
0;68.82;0
0;68.84;0
0;68.86;0
0;68.88;0
0;68.90;0
0;68.92;0
0;68.94;0
0;68.96;0
0;68.98;0
0;69.00;0
0;69.02;0
0;69.04;0
0;69.06;0
0;69.08;0
0;69.10;0
0;69.12;0
0;69.14;0
0;69.16;0
0;69.18;0
0;69.20;0
0;69.22;0
0;69.24;0
0;69.26;0
0;69.28;0
0;69.30;0
0;69.32;0
0;69.34;0
0;69.36;0
0;69.38;0
0;69.40;0
0;69.42;0
0;69.44;0
0;69.46;0
0;69.48;0
0;69.50;0
0;69.52;0
0;69.54;0
0;69.56;0
0;69.58;0
0;69.60;0
0;69.62;0
0;69.64;0
0;69.66;0
0;69.68;0
0;69.70;0
0;69.72;0
0;69.74;0
0;69.76;0
0;69.78;0
0;69.80;0
0;69.82;0
0;69.84;0
0;69.86;0
0;69.88;0
0;69.90;0
0;69.92;0
0;69.94;0
0;69.96;0
0;69.98;0
0;70.00;0
0;70.02;0
0;70.04;0
0;70.06;0
0;70.08;0
0;70.10;0
0;70.12;0
0;70.14;0
0;70.16;0
0;70.18;0
0;70.20;0
0;70.22;0
0;70.24;0
0;70.26;0
0;70.28;0
0;70.30;0
0;70.32;0
0;70.34;0
0;70.36;0
0;70.38;0
0;70.40;0
0;70.42;0
0;70.44;0
0;70.46;0
0;70.48;0
0;70.50;0
0;70.52;0
0;70.54;0
0;70.56;0
0;70.58;0
0;70.60;0
0;70.62;0
0;70.64;0
0;70.66;0
0;70.68;0
0;70.70;0
0;70.72;0
0;70.74;0
0;70.76;0
0;70.78;0
0;70.80;0
0;70.82;0
0;70.84;0
0;70.86;0
0;70.88;0
0;70.90;0
0;70.92;0
0;70.94;0
0;70.96;0
0;70.98;0
0;71.00;0
0;71.02;0
0;71.04;0
0;71.06;0
0;71.08;0
0;71.10;0
0;71.12;0
0;71.14;0
0;71.16;0
0;71.18;0
0;71.20;0
0;71.22;0
0;71.24;0
0;71.26;0
0;71.28;0
0;71.30;0
0;71.32;0
0;71.34;0
0;71.36;0
0;71.38;0
0;71.40;0
0;71.42;0
0;71.44;0
0;71.46;0
0;71.48;0
0;71.50;0
0;71.52;0
0;71.54;0
0;71.56;0
0;71.58;0
0;71.60;0
0;71.62;0
0;71.64;0
0;71.66;0
0;71.68;0
0;71.70;0
0;71.72;0
0;71.74;0
0;71.76;0
0;71.78;0
0;71.80;0
0;71.82;0
0;71.84;0
0;71.86;0
0;71.88;0
0;71.90;0
0;71.92;0
0;71.94;0
0;71.96;0
0;71.98;0
0;72.00;0
0;72.02;0
0;72.04;0
0;72.06;0
0;72.08;0
0;72.10;0
0;72.12;0
0;72.14;0
0;72.16;0
0;72.18;0
0;72.20;0
0;72.22;0
0;72.24;0
0;72.26;0
0;72.28;0
0;72.30;0
0;72.32;0
0;72.34;0
0;72.36;0
0;72.38;0
0;72.40;0
0;72.42;0
0;72.44;0
0;72.46;0
0;72.48;0
0;72.50;0
0;72.52;0
0;72.54;0
0;72.56;0
0;72.58;0
0;72.60;0
0;72.62;0
0;72.64;0
0;72.66;0
0;72.68;0
0;72.70;0
0;72.72;0
0;72.74;0
0;72.76;0
0;72.78;0
0;72.80;0
0;72.82;0
0;72.84;0
0;72.86;0
0;72.88;0
0;72.90;0
0;72.92;0
0;72.94;0
0;72.96;0
0;72.98;0
0;73.00;0
0;73.02;0
0;73.04;0
0;73.06;0
0;73.08;0
0;73.10;0
0;73.12;0
0;73.14;0
0;73.16;0
0;73.18;0
0;73.20;0
0;73.22;0
0;73.24;0
0;73.26;0
0;73.28;0
0;73.30;0
0;73.32;0
0;73.34;0
0;73.36;0
0;73.38;0
0;73.40;0
0;73.42;0
0;73.44;0
0;73.46;0
0;73.48;0
0;73.50;0
0;73.52;0
0;73.54;0
0;73.56;0
0;73.58;0
0;73.60;0
0;73.62;0
0;73.64;0
0;73.66;0
0;73.68;0
0;73.70;0
0;73.72;0
0;73.74;0
0;73.76;0
0;73.78;0
0;73.80;0
0;73.82;0
0;73.84;0
0;73.86;0
0;73.88;0
0;73.90;0
0;73.92;0
0;73.94;0
0;73.96;0
0;73.98;0
0;74.00;0
0;74.02;0
0;74.04;0
0;74.06;0
0;74.08;0
0;74.10;0
0;74.12;0
0;74.14;0
0;74.16;0
0;74.18;0
0;74.20;0
0;74.22;0
0;74.24;0
0;74.26;0
0;74.28;0
0;74.30;0
0;74.32;0
0;74.34;0
0;74.36;0
0;74.38;0
0;74.40;0
0;74.42;0
0;74.44;0
0;74.46;0
0;74.48;0
0;74.50;0
0;74.52;0
0;74.54;0
0;74.56;0
0;74.58;0
0;74.60;0
0;74.62;0
0;74.64;0
0;74.66;0
0;74.68;0
0;74.70;0
0;74.72;0
0;74.74;0
0;74.76;0
0;74.78;0
0;74.80;0
0;74.82;0
0;74.84;0
0;74.86;0
0;74.88;0
0;74.90;0
0;74.92;0
0;74.94;0
0;74.96;0
0;74.98;0
0;75.00;0
0;75.02;0
0;75.04;0
0;75.06;0
0;75.08;0
0;75.10;0
0;75.12;0
0;75.14;0
0;75.16;0
0;75.18;0
0;75.20;0
0;75.22;0
0;75.24;0
0;75.26;0
0;75.28;0
0;75.30;0
0;75.32;0
0;75.34;0
0;75.36;0
0;75.38;0
0;75.40;0
0;75.42;0
0;75.44;0
0;75.46;0
0;75.48;0
0;75.50;0
0;75.52;0
0;75.54;0
0;75.56;0
0;75.58;0
0;75.60;0
0;75.62;0
0;75.64;0
0;75.66;0
0;75.68;0
0;75.70;0
0;75.72;0
0;75.74;0
0;75.76;0
0;75.78;0
0;75.80;0
0;75.82;0
0;75.84;0
0;75.86;0
0;75.88;0
0;75.90;0
0;75.92;0
0;75.94;0
0;75.96;0
0;75.98;0
0;76.00;0
0;76.02;0
0;76.04;0
0;76.06;0
0;76.08;0
0;76.10;0
0;76.12;0
0;76.14;0
0;76.16;0
0;76.18;0
0;76.20;0
0;76.22;0
0;76.24;0
0;76.26;0
0;76.28;0
0;76.30;0
0;76.32;0
0;76.34;0
0;76.36;0
0;76.38;0
0;76.40;0
0;76.42;0
0;76.44;0
0;76.46;0
0;76.48;0
0;76.50;0
0;76.52;0
0;76.54;0
0;76.56;0
0;76.58;0
0;76.60;0
0;76.62;0
0;76.64;0
0;76.66;0
0;76.68;0
0;76.70;0
0;76.72;0
0;76.74;0
0;76.76;0
0;76.78;0
0;76.80;0
0;76.82;0
0;76.84;0
0;76.86;0
0;76.88;0
0;76.90;0
0;76.92;0
0;76.94;0
0;76.96;0
0;76.98;0
0;77.00;0
0;77.02;0
0;77.04;0
0;77.06;0
0;77.08;0
0;77.10;0
0;77.12;0
0;77.14;0
0;77.16;0
0;77.18;0
0;77.20;0
0;77.22;0
0;77.24;0
0;77.26;0
0;77.28;0
0;77.30;0
0;77.32;0
0;77.34;0
0;77.36;0
0;77.38;0
0;77.40;0
0;77.42;0
0;77.44;0
0;77.46;0
0;77.48;0
0;77.50;0
0;77.52;0
0;77.54;0
0;77.56;0
0;77.58;0
0;77.60;0
0;77.62;0
0;77.64;0
0;77.66;0
0;77.68;0
0;77.70;0
0;77.72;0
0;77.74;0
0;77.76;0
0;77.78;0
0;77.80;0
0;77.82;0
0;77.84;0
0;77.86;0
0;77.88;0
0;77.90;0
0;77.92;0
0;77.94;0
0;77.96;0
0;77.98;0
0;78.00;0
0;78.02;0
0;78.04;0
0;78.06;0
0;78.08;0
0;78.10;0
0;78.12;0
0;78.14;0
0;78.16;0
0;78.18;0
0;78.20;0
0;78.22;0
0;78.24;0
0;78.26;0
0;78.28;0
0;78.30;0
0;78.32;0
0;78.34;0
0;78.36;0
0;78.38;0
0;78.40;0
0;78.42;0
0;78.44;0
0;78.46;0
0;78.48;0
0;78.50;0
0;78.52;0
0;78.54;0
0;78.56;0
0;78.58;0
0;78.60;0
0;78.62;0
0;78.64;0
0;78.66;0
0;78.68;0
0;78.70;0
0;78.72;0
0;78.74;0
0;78.76;0
0;78.78;0
0;78.80;0
0;78.82;0
0;78.84;0
0;78.86;0
0;78.88;0
0;78.90;0
0;78.92;0
0;78.94;0
0;78.96;0
0;78.98;0
0;79.00;0
0;79.02;0
0;79.04;0
0;79.06;0
0;79.08;0
0;79.10;0
0;79.12;0
0;79.14;0
0;79.16;0
0;79.18;0
0;79.20;0
0;79.22;0
0;79.24;0
0;79.26;0
0;79.28;0
0;79.30;0
0;79.32;0
0;79.34;0
0;79.36;0
0;79.38;0
0;79.40;0
0;79.42;0
0;79.44;0
0;79.46;0
0;79.48;0
0;79.50;0
0;79.52;0
0;79.54;0
0;79.56;0
0;79.58;0
0;79.60;0
0;79.62;0
0;79.64;0
0;79.66;0
0;79.68;0
0;79.70;0
0;79.72;0
0;79.74;1
0;79.76;1
0;79.78;1
0;79.80;1
0;79.82;1
0;79.84;1
0;79.86;1
0;79.88;1
0;79.90;1
2;79.92;1
2;79.94;1
2;79.96;1
2;79.98;1
2;80.00;1
2;80.02;1
2;80.04;1
2;80.06;1
2;80.08;1
2;80.10;1
2;80.12;1
2;80.14;1
2;80.16;1
2;80.18;1
2;80.20;1
2;80.22;1
2;80.24;1
0;80.26;1
0;80.28;1
0;80.30;1
0;80.32;0
0;80.34;0
0;80.36;0
0;80.38;0
0;80.40;0
0;80.42;0
0;80.44;0
0;80.46;0
0;80.48;0
0;80.50;0
0;80.52;0
0;80.54;0
0;80.56;0
0;80.58;0
0;80.60;0
0;80.62;0
0;80.64;0
0;80.66;0
0;80.68;0
0;80.70;0
0;80.72;0
0;80.74;0
0;80.76;0
0;80.78;0
0;80.80;0
0;80.82;0
0;80.84;0
0;80.86;0
0;80.88;0
0;80.90;0
0;80.92;0
0;80.94;0
0;80.96;0
0;80.98;0
0;81.00;0
0;81.02;0
0;81.04;0
0;81.06;0
0;81.08;0
0;81.10;0
0;81.12;0
0;81.14;0
0;81.16;0
0;81.18;0
0;81.20;0
0;81.22;0
0;81.24;0
0;81.26;0
0;81.28;0
0;81.30;0
0;81.32;0
0;81.34;0
0;81.36;0
0;81.38;0
0;81.40;0
0;81.42;0
0;81.44;0
0;81.46;0
0;81.48;1
0;81.50;1
0;81.52;1
0;81.54;1
0;81.56;1
0;81.58;1
0;81.60;1
0;81.62;1
0;81.64;1
0;81.66;1
0;81.68;1
0;81.70;1
0;81.72;1
0;81.74;1
0;81.76;1
0;81.78;1
0;81.80;1
0;81.82;1
0;81.84;1
0;81.86;1
0;81.88;1
0;81.90;1
0;81.92;1
0;81.94;1
